Customer Name,Account,VIN,Term,Garaging State,Vehicle Yr,Make,Model,Desc,Contract Date,Maturity Date                                                                                                                                                                                                                                                                                                                           
Placeholder8274,9000008273,XXXXXXXXXXXXXXXXX,39,NY,2103,KIA,FORTE,2103 Kia Forte 4dr Sdn Lxs At,27-Feb-20,27-MAY-23                                                                                                                                                                                                                                                                                                       
Placeholder8275,9000008274,XXXXXXXXXXXXXXXXX,39,PA,2103,HYUNDAI,KONA,2103 Hyundai Kona 4dr Wgn Sel,1-Mar-20,01-MAR-23                                                                                                                                                                                                                                                                                                    
Placeholder8276,9000008275,XXXXXXXXXXXXXXXXX,39,TX,2103,HYUNDAI,ELANTRA,2103 Hyundai Elantra 4dr Sdn Se,27-Feb-20,27-FEB-23                                                                                                                                                                                                                                                                                                      
Placeholder8277,9000008276,XXXXXXXXXXXXXXXXX,39,PA,2103,KIA,OPTIMA,2103 Kia Optima 4dr Sdn Lx,28-Feb-20,28-MAY-23                                                                                                                                                                                                                                                                                                             
Placeholder8278,9000008277,XXXXXXXXXXXXXXXXX,39,FL,2102,HYUNDAI,SONATA,2102 HYUNDAI SONATA SEL,6-Feb-19,06-FEB-22                                                                                                                                                                                                                                                                                                            
Placeholder8279,9000008278,XXXXXXXXXXXXXXXXX,39,NH,2103,KIA,SPORTAGE,2103 KIA SPORTAGE EX AWD AT,20-Aug-19,20-AUG-22                                                                                                                                                                                                                                                                                                           
Placeholder8280,9000008279,XXXXXXXXXXXXXXXXX,39,FL,2101,HYUNDAI,SANTA FE SPORT,2101 HYUNDAI SANTA FE SPORT 2.4 FWD,28-May-18,28-MAY-21                                                                                                                                                                                                                                                                                          
Placeholder8281,9000008280,XXXXXXXXXXXXXXXXX,39,SC,2101,HYUNDAI,SONATA,2101 HYUNDAI SONATA SEL,26-May-18,26-MAY-21                                                                                                                                                                                                                                                                                                          
Placeholder8282,9000008281,XXXXXXXXXXXXXXXXX,39,NV,2102,HYUNDAI,VELOSTER,2102 HYUNDAI VELOSTER 2.0 PREMIUM,20-Mar-19,20-MAR-22                                                                                                                                                                                                                                                                                     
Placeholder8283,9000008282,XXXXXXXXXXXXXXXXX,39,WY,2102,HYUNDAI,SONATA,2102 HYUNDAI SONATA SE,26-Jun-19,26-JUN-22                                                                                                                                                                                                                                                                                                             
Placeholder8284,9000008283,XXXXXXXXXXXXXXXXX,39,NY,2101,KIA,SPORTAGE,2101 KIA SPORTAGE EX AWD AT,20-Feb-18,20-AUG-21                                                                                                                                                                                                                                                                                                          
Placeholder8285,9000008284,XXXXXXXXXXXXXXXXX,39,IL,2102,HYUNDAI,SONATA,2102 HYUNDAI SONATA LIMITED,4-Jul-19,04-JUL-22                                                                                                                                                                                                                                                                                                           
Placeholder8286,9000008285,XXXXXXXXXXXXXXXXX,39,CA,2101,HYUNDAI,SONATA,2101 HYUNDAI SONATA ECO,10-Sep-18,10-SEP-21                                                                                                                                                                                                                                                                                                        
Placeholder8287,9000008286,XXXXXXXXXXXXXXXXX,39,NY,2100,KIA,OPTIMA,2100 KIA OPTIMA LX 4CYL AT,31-Jul-17,01-AUG-21                                                                                                                                                                                                                                                                                                              
Placeholder8288,9000008287,XXXXXXXXXXXXXXXXX,39,PA,2102,HYUNDAI,ELANTRA,2102 HYUNDAI ELANTRA SE,29-Jul-19,01-AUG-22                                                                                                                                                                                                                                                                                                              
Placeholder8289,9000008288,XXXXXXXXXXXXXXXXX,39,NJ,2103,HYUNDAI,TUCSON,2103 HYUNDAI TUCSON ULTIMATE AWD,21-Feb-20,21-FEB-23                                                                                                                                                                                                                                                                                                    
Placeholder8290,9000008289,XXXXXXXXXXXXXXXXX,39,WA,2102,HYUNDAI,KONA,2102 HYUNDAI KONA LIMITED AWD,4-Mar-19,04-MAR-22                                                                                                                                                                                                                                                                                                     
Placeholder8291,9000008290,XXXXXXXXXXXXXXXXX,39,FL,2103,HYUNDAI,TUCSON,2103 HYUNDAI TUCSON SE FWD SULEV,20-Nov-19,20-DEC-22                                                                                                                                                                                                                                                                                          
Placeholder8292,9000008291,XXXXXXXXXXXXXXXXX,39,FL,2102,HYUNDAI,SONATA,2102 HYUNDAI SONATA SE,9-Jun-19,09-JUN-22                                                                                                                                                                                                                                                                                                            
Placeholder8293,9000008292,XXXXXXXXXXXXXXXXX,39,TX,2102,KIA,STINGER,2102 KIA STINGER GT1 RWD V6,26-Jun-19,26-JUN-22                                                                                                                                                                                                                                                                                                              
Placeholder8294,9000008293,XXXXXXXXXXXXXXXXX,39,CA,2103,KIA,SOUL,2103 KIA SOUL LX AT,30-Mar-19,01-APR-22                                                                                                                                                                                                                                                                                                                        
Placeholder8295,9000008294,XXXXXXXXXXXXXXXXX,39,NY,2102,HYUNDAI,TUCSON,2102 HYUNDAI TUCSON SE AWD,30-Jun-19,01-JUL-22                                                                                                                                                                                                                                                                                                         
Placeholder8296,9000008295,XXXXXXXXXXXXXXXXX,39,NY,2102,HYUNDAI,KONA,2102 HYUNDAI KONA  ULTIMATE AWD,16-Feb-19,16-FEB-22                                                                                                                                                                                                                                                                                                      
Placeholder8297,9000008296,XXXXXXXXXXXXXXXXX,39,IA,2101,HYUNDAI,ELANTRA,2101 HYUNDAI ELANTRA SEL,18-Sep-18,18-SEP-21                                                                                                                                                                                                                                                                                                           
Placeholder8298,9000008297,XXXXXXXXXXXXXXXXX,39,IL,2103,KIA,SOUL,2103 KIA SOUL LX AT,8-Aug-19,08-AUG-22                                                                                                                                                                                                                                                                                                                   
Placeholder8299,9000008298,XXXXXXXXXXXXXXXXX,39,OR,2102,HYUNDAI,SONATA,2102 HYUNDAI SONATA LIMITED,13-Apr-19,13-APR-22                                                                                                                                                                                                                                                                                                         
Placeholder8300,9000008299,XXXXXXXXXXXXXXXXX,39,CA,2101,HYUNDAI,ELANTRA,2101 HYUNDAI ELANTRA VALUE EDITION,15-Sep-18,15-SEP-21                                                                                                                                                                                                                                                                                                
Placeholder8301,9000008300,XXXXXXXXXXXXXXXXX,39,NJ,2101,HYUNDAI,TUCSON,2101 HYUNDAI TUCSON SPORT AWD,21-Aug-18,21-AUG-21                                                                                                                                                                                                                                                                                                
Placeholder8302,9000008301,XXXXXXXXXXXXXXXXX,39,CA,2102,HYUNDAI,ELANTRA,2102 HYUNDAI ELANTRA SPORT,4-Mar-19,04-MAR-22                                                                                                                                                                                                                                                                                                       
Placeholder8303,9000008302,XXXXXXXXXXXXXXXXX,39,NC,2103,KIA,SOUL,2103 KIA SOUL EX AT,23-May-19,23-JUN-22                                                                                                                                                                                                                                                                                                                       
Placeholder8304,9000008303,XXXXXXXXXXXXXXXXX,39,NY,2102,KIA,OPTIMA,2102 KIA OPTIMA LX 4CYL AT,26-Apr-19,26-APR-22                                                                                                                                                                                                                                                                                                               
Placeholder8305,9000008304,XXXXXXXXXXXXXXXXX,39,NY,2102,KIA,OPTIMA,2102 KIA OPTIMA EX 1.6T AT,27-Mar-19,27-MAR-22                                                                                                                                                                                                                                                                                                            
Placeholder8306,9000008305,XXXXXXXXXXXXXXXXX,39,FL,2103,HYUNDAI,TUCSON,2103 HYUNDAI TUCSON VALUE FWD SULEV,18-Feb-20,18-MAR-23                                                                                                                                                                                                                                                                                            
Placeholder8307,9000008306,XXXXXXXXXXXXXXXXX,39,FL,2102,HYUNDAI,SONATA,2102 HYUNDAI SONATA SEL,22-May-19,22-MAY-22                                                                                                                                                                                                                                                                                                           
Placeholder8308,9000008307,XXXXXXXXXXXXXXXXX,39,NY,2103,KIA,SPORTAGE,2103 KIA SPORTAGE S AWD AT,22-Feb-20,22-MAY-23                                                                                                                                                                                                                                                                                                            
Placeholder8309,9000008308,XXXXXXXXXXXXXXXXX,39,NY,2102,KIA,SPORTAGE,2102 KIA SPORTAGE SX AWD AT,19-Feb-19,19-FEB-22                                                                                                                                                                                                                                                                                                          
Placeholder8310,9000008309,XXXXXXXXXXXXXXXXX,39,GA,2102,HYUNDAI,IONIQ HYBRID,2102 HYUNDAI IONIQ HYBRID LIMITED,21-Dec-19,21-DEC-22                                                                                                                                                                                                                                                                                            
Placeholder8311,9000008310,XXXXXXXXXXXXXXXXX,39,MA,2102,HYUNDAI,SONATA,2102 HYUNDAI SONATA LIMITED,27-Oct-18,27-OCT-21                                                                                                                                                                                                                                                                                                        
Placeholder8312,9000008311,XXXXXXXXXXXXXXXXX,39,FL,2102,HYUNDAI,KONA,2102 HYUNDAI KONA SEL FWD,23-Jun-19,23-JUN-22                                                                                                                                                                                                                                                                                                   
Placeholder8313,9000008312,XXXXXXXXXXXXXXXXX,39,CA,2101,GENESIS,G163,2101 GENESIS G80 RWD 3.8,2-Dec-17,02-JUN-21                                                                                                                                                                                                                                                                                                              
Placeholder8314,9000008313,XXXXXXXXXXXXXXXXX,39,TX,2102,HYUNDAI,TUCSON,2102 HYUNDAI TUCSON SE FWD,11-Oct-19,11-JAN-23                                                                                                                                                                                                                                                                                                            
Placeholder8315,9000008314,XXXXXXXXXXXXXXXXX,39,MA,2103,KIA,OPTIMA,2103 KIA OPTIMA EX PREM,29-Jan-20,01-MAY-23                                                                                                                                                                                                                                                                                                            
Placeholder8316,9000008315,XXXXXXXXXXXXXXXXX,39,FL,2101,GENESIS,G163,2101 GENESIS G80 AWD 3.8,23-Oct-18,23-OCT-21                                                                                                                                                                                                                                                                                                            
Placeholder8317,9000008316,XXXXXXXXXXXXXXXXX,39,NJ,2104,KIA,OPTIMA,2104 Kia Optima 4dr Sdn Se,28-Feb-20,28-MAY-23                                                                                                                                                                                                                                                                                                           
Placeholder8318,9000008317,XXXXXXXXXXXXXXXXX,39,NJ,2104,KIA,FORTE,2104 Kia Forte 4dr Sdn Lxs At,28-Feb-20,28-MAY-23                                                                                                                                                                                                                                                                                                        
Placeholder8319,9000008318,XXXXXXXXXXXXXXXXX,39,NY,2103,KIA,NIRO EV,2103 Kia Niro_Ev 4dr Wgn Ex,28-Feb-20,28-MAY-23                                                                                                                                                                                                                                                                                                        
Placeholder8320,9000008319,XXXXXXXXXXXXXXXXX,39,NY,2104,KIA,SOUL,2104 Kia Soul 4dr Wgn Lx At,26-Feb-20,26-MAY-23                                                                                                                                                                                                                                                                                                         
Placeholder8321,9000008320,XXXXXXXXXXXXXXXXX,39,FL,2104,HYUNDAI,SANTA FE,2104 Hyundai Santa_Fe 4dr Wgn Limited 2.0t,13-Feb-20,13-FEB-23                                                                                                                                                                                                                                                                                      
Placeholder8322,9000008321,XXXXXXXXXXXXXXXXX,39,CA,2104,HYUNDAI,ELANTRA GT,2104 Hyundai Elantra_Gt 5dr Hb N Line At,29-Feb-20,28-FEB-23                                                                                                                                                                                                                                                                                         
Placeholder8323,9000008322,XXXXXXXXXXXXXXXXX,39,NY,2103,HYUNDAI,SONATA,2103 Hyundai Sonata 4dr Sdn Se,1-Mar-20,01-MAR-23                                                                                                                                                                                                                                                                                                      
Placeholder8324,9000008323,XXXXXXXXXXXXXXXXX,39,NY,2104,HYUNDAI,PALISADE,2104 Hyundai Palisade 4dr Wgn Limited,1-Mar-20,01-JUN-24                                                                                                                                                                                                                                                                                             
Placeholder8325,9000008324,XXXXXXXXXXXXXXXXX,39,NJ,2103,HYUNDAI,IONIQ PHEV,2103 Hyundai Ioniq_Phev 5dr Hb Plug-In,29-Feb-20,28-FEB-23                                                                                                                                                                                                                                                                                         
Placeholder8326,9000008325,XXXXXXXXXXXXXXXXX,39,AZ,2104,HYUNDAI,TUCSON,2104 Hyundai Tucson Se,1-Mar-20,01-MAR-23                                                                                                                                                                                                                                                                                                          
Placeholder8327,9000008326,XXXXXXXXXXXXXXXXX,39,FL,2103,HYUNDAI,SONATA,2103 Hyundai Sonata 4dr Sdn Se,17-Feb-20,17-FEB-23                                                                                                                                                                                                                                                                                                    
Placeholder8328,9000008327,XXXXXXXXXXXXXXXXX,39,FL,2104,KIA,SPORTAGE,2104 Kia Sportage 4dr Wgn Ex,26-Feb-20,26-MAY-23                                                                                                                                                                                                                                                                                                      
Placeholder8329,9000008328,XXXXXXXXXXXXXXXXX,39,PA,2104,HYUNDAI,TUCSON,2104 Hyundai Tucson 4dr Wgn Sel,1-Mar-20,01-MAR-23                                                                                                                                                                                                                                                                                                      
Placeholder8330,9000008329,XXXXXXXXXXXXXXXXX,39,NY,2104,KIA,TELLURIDE,2104 Kia Telluride 4dr Wgn Ex,1-Mar-20,01-JUN-23                                                                                                                                                                                                                                                                                                       
Placeholder8331,9000008330,XXXXXXXXXXXXXXXXX,39,FL,2104,HYUNDAI,TUCSON,2104 Hyundai Tucson 4dr Wgn Value,29-Feb-20,29-APR-23                                                                                                                                                                                                                                                                                     
Placeholder8332,9000008331,XXXXXXXXXXXXXXXXX,39,CA,2104,KIA,FORTE,2104 Kia Forte 4dr Sdn Gt-Line At,1-Mar-20,01-MAR-23                                                                                                                                                                                                                                                                                                   
Placeholder8333,9000008332,XXXXXXXXXXXXXXXXX,39,WI,2104,KIA,FORTE,2104 Kia Forte 4dr Sdn Lxs At,25-Feb-20,25-MAY-23                                                                                                                                                                                                                                                                                                         
Placeholder8334,9000008333,XXXXXXXXXXXXXXXXX,39,FL,2104,HYUNDAI,KONA,2104 Hyundai Kona 4dr Wgn Sel,1-Mar-20,01-MAR-23                                                                                                                                                                                                                                                                                                      
Placeholder8335,9000008334,XXXXXXXXXXXXXXXXX,39,CA,2104,KIA,SORENTO,2104 Kia Sorento 4dr Wgn Lx Gdi,1-Mar-20,01-AUG-23                                                                                                                                                                                                                                                                                                      
Placeholder8336,9000008335,XXXXXXXXXXXXXXXXX,39,WI,2103,GENESIS,G154,2103 Genesis G70 4dr Sdn 3.3t,25-Feb-20,25-FEB-23                                                                                                                                                                                                                                                                                                        
Placeholder8337,9000008336,XXXXXXXXXXXXXXXXX,39,OH,2104,KIA,SPORTAGE,2104 Kia Sportage 4dr Wgn S,26-Feb-20,26-MAY-23                                                                                                                                                                                                                                                                                                           
Placeholder8338,9000008337,XXXXXXXXXXXXXXXXX,39,NY,2104,HYUNDAI,ELANTRA,2104 Hyundai Elantra 4dr Sdn Se,28-Feb-20,28-FEB-23                                                                                                                                                                                                                                                                                                       
Placeholder8339,9000008338,XXXXXXXXXXXXXXXXX,39,CT,2104,HYUNDAI,PALISADE,2104 Hyundai Palisade 4dr Wgn Sel,28-Feb-20,28-APR-23                                                                                                                                                                                                                                                                                                 
Placeholder8340,9000008339,XXXXXXXXXXXXXXXXX,39,NY,2104,KIA,SPORTAGE,2104 Kia Sportage 4dr Wgn Lx,28-Feb-20,28-MAY-23                                                                                                                                                                                                                                                                                                      
Placeholder8341,9000008340,XXXXXXXXXXXXXXXXX,39,NJ,2104,KIA,SORENTO,2104 Kia Sorento 4dr Wgn Ex V6,1-Mar-20,01-JUN-23                                                                                                                                                                                                                                                                                                         
Placeholder8342,9000008341,XXXXXXXXXXXXXXXXX,39,NY,2104,KIA,SPORTAGE,2104 Kia Sportage 4dr Wgn Lx,28-Feb-20,28-MAY-23                                                                                                                                                                                                                                                                                                        
Placeholder8343,9000008342,XXXXXXXXXXXXXXXXX,39,AZ,2104,HYUNDAI,ELANTRA,2104 Hyundai Elantra 4dr Sdn Value,27-Feb-20,27-FEB-23                                                                                                                                                                                                                                                                                               
Placeholder8344,9000008343,XXXXXXXXXXXXXXXXX,39,NY,2105,KIA,SELTOS,2105 Kia Seltos 4dr Wgn S 1.6t,1-Mar-20,01-JUN-23                                                                                                                                                                                                                                                                                                     
Placeholder8345,9000008344,XXXXXXXXXXXXXXXXX,39,VA,2104,HYUNDAI,SONATA,2104 Hyundai Sonata 4dr Sdn Sel,28-Feb-20,28-FEB-23                                                                                                                                                                                                                                                                                                     
Placeholder8346,9000008345,XXXXXXXXXXXXXXXXX,39,NY,2104,HYUNDAI,SANTA FE,2104 Hyundai Santa_Fe 4dr Wgn Se,28-Feb-20,28-FEB-23                                                                                                                                                                                                                                                                                                
Placeholder8347,9000008346,XXXXXXXXXXXXXXXXX,39,PA,2104,KIA,STINGER,2104 Kia Stinger 4dr Sdn Gt1 Awd,21-Feb-20,21-JUL-23                                                                                                                                                                                                                                                                                                    
Placeholder8348,9000008347,XXXXXXXXXXXXXXXXX,39,PA,2104,HYUNDAI,SONATA,2104 Hyundai Sonata 4dr Sdn Se,1-Mar-20,01-MAR-23                                                                                                                                                                                                                                                                                                       
Placeholder8349,9000008348,XXXXXXXXXXXXXXXXX,39,NY,2104,KIA,SPORTAGE,2104 Kia Sportage 4dr Wgn Lx,25-Feb-20,25-MAY-23                                                                                                                                                                                                                                                                                                        
Placeholder8350,9000008349,XXXXXXXXXXXXXXXXX,39,NY,2104,KIA,SORENTO,2104 Kia Sorento 4dr Wgn Lx Gdi,24-Feb-20,24-MAY-23                                                                                                                                                                                                                                                                                                    
Placeholder8351,9000008350,XXXXXXXXXXXXXXXXX,39,IL,2104,HYUNDAI,TUCSON,2104 Hyundai Tucson 4dr Wgn Value,28-Feb-20,28-FEB-23                                                                                                                                                                                                                                                                                               
Placeholder8352,9000008351,XXXXXXXXXXXXXXXXX,39,PA,2104,KIA,SPORTAGE,2104 Kia Sportage 4dr Wgn Lx,28-Feb-20,28-MAY-23                                                                                                                                                                                                                                                                                                            
Placeholder8353,9000008352,XXXXXXXXXXXXXXXXX,39,MO,2104,KIA,SORENTO,2104 Kia Sorento 4dr Wgn Ex V6,26-Feb-20,26-MAY-23                                                                                                                                                                                                                                                                                                      
Placeholder8354,9000008353,XXXXXXXXXXXXXXXXX,39,IL,2104,KIA,SPORTAGE,2104 Kia Sportage 4dr Wgn Lx,28-Feb-20,28-MAY-23                                                                                                                                                                                                                                                                                                     
Placeholder8355,9000008354,XXXXXXXXXXXXXXXXX,39,WI,2104,HYUNDAI,ELANTRA,2104 Hyundai Elantra 4dr Sdn Value,29-Feb-20,28-FEB-23                                                                                                                                                                                                                                                                                               
Placeholder8356,9000008355,XXXXXXXXXXXXXXXXX,39,FL,2104,KIA,SOUL,2104 Kia Soul 4dr Wgn Lx At,22-Feb-20,22-MAY-23                                                                                                                                                                                                                                                                                                  
Placeholder8357,9000008356,XXXXXXXXXXXXXXXXX,39,CA,2104,HYUNDAI,TUCSON,2104 Hyundai Tucson 4dr Wgn Se,29-Feb-20,28-FEB-23                                                                                                                                                                                                                                                                                               
Placeholder8358,9000008357,XXXXXXXXXXXXXXXXX,39,WV,2104,KIA,TELLURIDE,2104 Kia Telluride 4dr Wgn Sx,7-Feb-20,07-FEB-23                                                                                                                                                                                                                                                                                                       
Placeholder8359,9000008358,XXXXXXXXXXXXXXXXX,39,NJ,2104,HYUNDAI,SANTA FE,2104 Hyundai Santa_Fe 4dr Wgn Sel,27-Feb-20,27-FEB-23                                                                                                                                                                                                                                                                                             
Placeholder8360,9000008359,XXXXXXXXXXXXXXXXX,39,NJ,2104,KIA,SPORTAGE,2104 Kia Sportage 4dr Wgn Lx,28-Feb-20,28-MAY-23                                                                                                                                                                                                                                                                                                             
Placeholder8361,9000008360,XXXXXXXXXXXXXXXXX,39,NJ,2104,HYUNDAI,ELANTRA,2104 Hyundai Elantra 4dr Sdn Sel,27-Feb-20,27-FEB-23                                                                                                                                                                                                                                                                                                   
Placeholder8362,9000008361,XXXXXXXXXXXXXXXXX,39,NJ,2104,HYUNDAI,PALISADE,2104 Hyundai Palisade 4dr Wgn Limited,22-Feb-20,22-FEB-23                                                                                                                                                                                                                                                                                            
Placeholder8363,9000008362,XXXXXXXXXXXXXXXXX,39,NY,2104,HYUNDAI,SONATA,2104 Hyundai Sonata 4dr Sdn Se,28-Feb-20,28-FEB-23                                                                                                                                                                                                                                                                                                     
Placeholder8364,9000008363,XXXXXXXXXXXXXXXXX,39,NY,2104,HYUNDAI,ELANTRA,2104 Hyundai Elantra 4dr Sdn Value,28-Feb-20,28-FEB-23                                                                                                                                                                                                                                                                                                 
Placeholder8365,9000008364,XXXXXXXXXXXXXXXXX,39,FL,2104,HYUNDAI,TUCSON,2104 Hyundai Tucson 4dr Wgn Se,28-Feb-20,28-FEB-23                                                                                                                                                                                                                                                                                                    
Placeholder8366,9000008365,XXXXXXXXXXXXXXXXX,39,FL,2104,KIA,SPORTAGE,2104 Kia Sportage 4dr Wgn Lx,22-Feb-20,22-JUL-23                                                                                                                                                                                                                                                                                                           
Placeholder8367,9000008366,XXXXXXXXXXXXXXXXX,39,VA,2103,HYUNDAI,IONIQ PHEV,2103 Hyundai Ioniq_Phev 5dr Hb Plug-In,27-Feb-20,27-FEB-23                                                                                                                                                                                                                                                                                         
Placeholder8368,9000008367,XXXXXXXXXXXXXXXXX,39,NJ,2104,HYUNDAI,SONATA,2104 Hyundai Sonata 4dr Sdn Sel,28-Feb-20,28-FEB-23                                                                                                                                                                                                                                                                                                   
Placeholder8369,9000008368,XXXXXXXXXXXXXXXXX,39,PA,2104,HYUNDAI,TUCSON,2104 Hyundai Tucson 4dr Wgn Se,28-Feb-20,28-FEB-23                                                                                                                                                                                                                                                                                                   
Placeholder8370,9000008369,XXXXXXXXXXXXXXXXX,39,PA,2104,HYUNDAI,SANTA FE,2104 Hyundai Santa_Fe 4dr Wgn Sel,28-Feb-20,28-FEB-23                                                                                                                                                                                                                                                                                          
Placeholder8371,9000008370,XXXXXXXXXXXXXXXXX,39,FL,2103,GENESIS,G154,2103 Genesis G70 4dr Sdn 2.0t,18-Feb-20,18-MAR-23                                                                                                                                                                                                                                                                                                          
Placeholder8372,9000008371,XXXXXXXXXXXXXXXXX,39,NE,2104,HYUNDAI,ELANTRA,2104 Hyundai Elantra 4dr Sdn Se,28-Feb-20,28-MAY-23                                                                                                                                                                                                                                                                                                  
Placeholder8373,9000008372,XXXXXXXXXXXXXXXXX,39,NY,2104,KIA,FORTE,2104 Kia Forte 4dr Sdn Lxs At,27-Feb-20,27-MAY-23                                                                                                                                                                                                                                                                                                       
Placeholder8374,9000008373,XXXXXXXXXXXXXXXXX,39,PA,2104,HYUNDAI,KONA,2104 Hyundai Kona 4dr Wgn Sel,1-Mar-20,01-MAR-23                                                                                                                                                                                                                                                                                                    
Placeholder8375,9000008374,XXXXXXXXXXXXXXXXX,39,TX,2104,HYUNDAI,ELANTRA,2104 Hyundai Elantra 4dr Sdn Se,27-Feb-20,27-FEB-23                                                                                                                                                                                                                                                                                                      
Placeholder8376,9000008375,XXXXXXXXXXXXXXXXX,39,PA,2104,KIA,OPTIMA,2104 Kia Optima 4dr Sdn Lx,28-Feb-20,28-MAY-23                                                                                                                                                                                                                                                                                                             
Placeholder8377,9000008376,XXXXXXXXXXXXXXXXX,39,FL,2103,HYUNDAI,SONATA,2103 HYUNDAI SONATA SEL,6-Feb-19,06-FEB-22                                                                                                                                                                                                                                                                                                            
Placeholder8378,9000008377,XXXXXXXXXXXXXXXXX,39,NH,2104,KIA,SPORTAGE,2104 KIA SPORTAGE EX AWD AT,20-Aug-19,20-AUG-22                                                                                                                                                                                                                                                                                                           
Placeholder8379,9000008378,XXXXXXXXXXXXXXXXX,39,FL,2102,HYUNDAI,SANTA FE SPORT,2102 HYUNDAI SANTA FE SPORT 2.4 FWD,28-May-18,28-MAY-21                                                                                                                                                                                                                                                                                          
Placeholder8380,9000008379,XXXXXXXXXXXXXXXXX,39,SC,2102,HYUNDAI,SONATA,2102 HYUNDAI SONATA SEL,26-May-18,26-MAY-21                                                                                                                                                                                                                                                                                                          
Placeholder8381,9000008380,XXXXXXXXXXXXXXXXX,39,NV,2103,HYUNDAI,VELOSTER,2103 HYUNDAI VELOSTER 2.0 PREMIUM,20-Mar-19,20-MAR-22                                                                                                                                                                                                                                                                                     
Placeholder8382,9000008381,XXXXXXXXXXXXXXXXX,39,WY,2103,HYUNDAI,SONATA,2103 HYUNDAI SONATA SE,26-Jun-19,26-JUN-22                                                                                                                                                                                                                                                                                                             
